LOTE,Fecha/hora inicio_preinoculo,Fecha/hora fin_preinoculo,línea 1,línea 2,línea 3,línea 1,línea 2,línea 3,línea 1,línea 2,línea 3,ID bioreactor,Fecha/hora inicio_inoculo,Fecha/hora fin_inoculo,Volumen de cultivo,Turbidez inicio cultivo,Turbidez final culttivo,Viabilidad final cultivo,Orden en el encadenado,LOTE parental,ID Bioreactor,Fecha/hora inicio,Fecha/hora fin,Volumen de inóculo utilizado,Turbidez inicio cultivo_cultivo_final,Turbidez fin cultivo,Viabilidad final cultivo_cultivo_final,ID Centrífuga,Centrifugación 1 turbidez,Centrifugación 2 turbidez,Producto 1,Producto 2,media_PV,media_temp_bioreactor,media_ph_biorreactor,media_PO_biorreactor
23019,2023-03-19 05:00:00,2023-03-20 07:24:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,13171,2023-03-20 07:24:00,2023-03-21 06:47:00,168.16,NR,32.800000000000004,134400000,1,NA,14615,2023-03-21 07:30:00,2023-03-23 06:30:00,82.4,17.28,91.2,184000000,17825,NA,NA,1747.92,6.0,0.40976715898072613,29.68953510308447,6.191825739462653,24.355139587324594
23020,2023-03-19 05:00:00,2023-03-20 07:24:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,13171,2023-03-20 07:24:00,2023-03-21 06:47:00,168.16,NR,32.800000000000004,134400000,1,NA,14616,2023-03-21 07:30:00,2023-03-23 06:30:00,80.4,18.8,91.2,181600000,14246,NA,NA,1676.16,6.56,0.42674621090078585,29.68953510308447,6.191825739462653,24.355139587324594
23021,2023-03-20 05:00:00,2023-03-21 06:37:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,14618,2023-03-21 06:37:00,2023-03-22 06:55:00,168.0,NR,27.84,115200000,1,NA,13170,2023-03-22 07:30:00,2023-03-24 06:30:00,66.4,16.16,86.4,248000000,17825,NA,NA,1928.496,8.08,0.7379724327951469,29.439841737081153,6.028035598545363,25.46292316726039
23022,2023-03-20 05:00:00,2023-03-21 06:37:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,14618,2023-03-21 06:37:00,2023-03-22 06:55:00,168.0,NR,27.84,115200000,1,NA,14614,2023-03-22 07:30:00,2023-03-24 06:30:00,85.60000000000001,18.48,83.2,229600000,12912,NA,NA,1782.8000000000002,5.920000000000001,0.1475567682677232,29.439841737081153,6.028035598545363,25.46292316726039
23023,2023-03-26 05:00:00,2023-03-27 07:21:00,5.496,5.504,5.5200000000000005,28.32,27.92,32,1,1,0,14618,2023-03-27 07:22:00,2023-03-28 07:29:00,155.20000000000002,18.24,31.680000000000003,106400000,1,NA,14615,2023-03-28 07:27:00,2023-03-30 10:00:00,77.60000000000001,17.12,74.4,132800000,17825,26.56,20.880000000000003,1861.84,2.9600000000000004,0.40832345101431977,29.44247367052799,6.002997759501542,23.39694469960392
23024,2023-03-26 05:00:00,2023-03-27 07:21:00,5.496,5.504,5.5200000000000005,28.32,27.92,32,1,1,0,14618,2023-03-27 07:22:00,2023-03-28 07:29:00,155.20000000000002,18.24,31.680000000000003,106400000,1,NA,14616,2023-03-28 07:24:00,2023-03-30 07:23:00,76.0,16.56,80.80000000000001,199200000,14246,24.56,10.4,2161.1200000000003,2.8000000000000003,0.25285639112063757,29.44247367052799,6.002997759501542,23.39694469960392
23025,2023-03-17 06:00:00,2023-03-28 07:42:00,5.48,5.5200000000000005,5.5200000000000005,26.56,27.52,26.4,1,1,0,13172,2023-03-28 07:42:00,2023-03-29 06:43:00,157.60000000000002,16.96,27.6,84800000,1,NA,13170,2023-03-29 07:09:00,2023-03-31 07:29:00,77.2,17.76,87.2,199200000,17825,30.64,29.360000000000003,2044.7200000000005,4.4799999999999995,0.7313030878332489,29.490283546211607,6.0172142396559956,23.917288909591267
23026,2023-03-17 06:00:00,2023-03-28 07:42:00,5.48,5.5200000000000005,5.5200000000000005,26.56,27.52,26.4,1,1,0,13172,2023-03-28 07:42:00,2023-03-29 06:43:00,157.60000000000002,16.96,27.6,84800000,1,NA,14614,2023-03-29 07:29:00,2023-03-31 07:38:00,78.80000000000001,18.24,81.2,206400000,14246,26.480000000000004,11.6,2263.2000000000003,3.44,0.6238431528102883,29.490283546211607,6.0172142396559956,23.917288909591267
23027,2023-04-02 05:00:00,2023-04-03 13:30:00,5.384,5.44,5.4,33.839999999999996,30.56,32.480000000000004,1,0,1,13172,2023-04-03 13:30:00,2023-04-04 11:35:00,168.0,18.880000000000003,23.52,104800000,1,NA,14615,2023-04-04 10:32:00,2023-04-06 12:30:00,83.2,16.880000000000003,68.08,195200000,14246,26.24,9.840000000000002,1407.68,4.08,0.431857358846753,29.232881997289557,23.857258584768818,42.530060152041344
23028,2023-04-02 05:00:00,2023-04-03 13:30:00,5.384,5.44,5.4,33.839999999999996,30.56,32.480000000000004,1,0,1,13172,2023-04-03 13:30:00,2023-04-04 11:35:00,168.0,18.880000000000003,23.52,104800000,1,NA,14616,2023-04-04 10:34:00,2023-04-06 12:32:00,83.60000000000001,18.56,67.2,176000000,17825,27.28,12.16,1373.2,4.720000000000001,0.4062613214292382,29.232881997289557,23.857258584768818,42.530060152041344
23029,2023-04-15 05:30:00,2023-04-16 06:30:00,5.5200000000000005,5.5200000000000005,N.A,30,30.32,N.A,1,1,0,13172,2023-04-17 08:10:00,2023-04-18 07:00:00,162.72000000000003,18.4,28.0,96800000,1,NA,13170,2023-04-18 07:30:00,2023-04-20 07:30:00,80.56,16.96,85.60000000000001,262400000,6379,27.84,13.36,2063.68,6.720000000000001,NA,29.49485655178393,5.9375595544877795,25.37598700741459
23030,2023-04-15 05:30:00,2023-04-16 06:30:00,5.5200000000000005,5.5200000000000005,N.A,30,30.32,N.A,1,1,0,13172,2023-04-17 08:10:00,2023-04-18 07:00:00,162.72000000000003,18.4,28.0,96800000,1,NA,14614,2023-04-18 07:30:00,2023-04-20 07:30:00,81.36000000000001,19.36,76.0,179200000,12912,28.72,12.56,2019.68,5.84,0.43259823059847735,29.49485655178393,5.9375595544877795,25.37598700741459
23031,2023-04-15 05:30:00,2023-04-16 06:30:00,5.5200000000000005,5.5120000000000005,N.A,32.080000000000005,32.96,N.A,1,1,0,14618,2023-04-17 08:30:00,2023-04-18 07:15:00,166.08,17.6,28.08,105600000,1,NA,14615,2023-04-18 07:30:00,2023-04-20 07:30:00,82.24000000000001,18.64,84.0,97600000,14246,29.52,NA,1816.08,6.16,0.5015714695716041,29.47607890287984,5.910348585747929,23.3210491247129
23032,2023-04-15 05:30:00,2023-04-16 06:30:00,5.5200000000000005,5.5120000000000005,N.A,32.080000000000005,32.96,N.A,1,1,0,14618,2023-04-17 08:30:00,2023-04-18 07:15:00,166.08,17.6,28.08,105600000,1,NA,14616,2023-04-18 07:30:00,2023-04-20 08:40:00,83.04,18.880000000000003,76.0,196000000,17825,29.44,NA,1865.36,6.56,0.3906975358631758,29.47607890287984,5.910348585747929,23.3210491247129
23033,2023-04-23 05:00:00,2023-04-24 13:30:00,5.448,5.456,5.392,28.08,28.24,29.44,1,0,1,13172,2023-04-24 13:30:00,2023-04-25 12:25:00,165.60000000000002,16.96,24.24,104000000,1,NA,14616,2023-04-25 12:30:00,2023-04-27 13:30:00,82.4,17.84,72.48,227200000,17825,29.12,16.0,1628.88,5.5200000000000005,0.5673783457646915,29.505477243788693,14.6147864514222,29.59357022324845
23034,2023-04-23 05:00:00,2023-04-24 13:30:00,5.448,5.456,5.392,28.08,28.24,29.44,1,0,1,13172,2023-04-24 13:30:00,2023-04-25 12:25:00,165.60000000000002,16.96,24.24,104000000,1,NA,14615,2023-04-25 12:30:00,2023-04-27 13:30:00,83.2,16.32,69.12,196800000,12912,24.0,16.0,1592.0,5.5200000000000005,0.42172336439369595,29.505477243788693,14.6147864514222,29.59357022324845
23035,2023-04-23 05:00:00,2023-04-24 07:30:00,5.5200000000000005,5.5200000000000005,N.A,25.680000000000003,26.56,N.A,1,0,0,14618,2023-04-24 07:30:00,2023-04-25 07:30:00,85.92000000000002,18,26.24,81600000,1,NA,14614,2023-04-25 07:45:00,2023-04-27 10:30:00,85.92000000000002,17.76,59.52000000000001,207200000,14246,25.200000000000003,15.12,1499.7600000000002,4.64,0.41802323398549546,29.381510192653817,6.3576130511215485,38.69206876920794
23036,2023-05-20 05:00:00,2023-05-21 07:50:00,5.384,5.464,5.5280000000000005,35.44,32.96,25.760000000000005,1,1,0,13171,2023-05-21 07:50:00,2023-05-22 07:30:00,164.4,14.96,21.76,88000000,1,NA,13170,2023-05-22 07:30:00,2023-05-24 09:35:00,82.0,16.400000000000002,65.92,142400000,14246,25.84,12.880000000000004,1403.44,4.24,0.23894857550821377,29.504274859539695,6.075869708614591,27.782275799649096
23038,2023-05-21 05:00:00,2023-05-22 07:50:00,5.6240000000000006,5.5600000000000005,5.5520000000000005,36.4,25.28,24.4,0,1,1,14618,2023-05-22 07:50:00,2023-05-23 07:50:00,168.72000000000003,12.32,22.32,115200000,1,NA,14615,2023-05-23 08:00:00,2023-05-25 10:45:00,83.60000000000001,15.28,67.92,145600000,14246,23.040000000000003,13.52,1674.6400000000003,4.4,0.7232836832229604,29.462926966027357,5.971082717166847,24.482091985714742
23039,2023-05-21 05:00:00,2023-05-22 07:50:00,5.6240000000000006,5.5600000000000005,5.5520000000000005,36.4,25.28,24.4,0,1,1,14618,2023-05-22 07:50:00,2023-05-23 07:50:00,168.72000000000003,12.32,22.32,115200000,1,NA,14616,2023-05-23 08:00:00,2023-05-25 10:15:00,80.4,17.84,67.2,122400000,17825,28.480000000000004,13.840000000000002,1487.44,3.6,0.7119539190511098,29.462926966027357,5.971082717166847,24.482091985714742
23040,2023-05-28 05:00:00,2023-05-29 07:30:00,5.5120000000000005,5.432,5.48,31.680000000000003,33.68,25.040000000000003,0,1,1,14618,2023-05-29 07:30:00,2023-05-30 12:00:00,165.60000000000002,13.92,32.32,154400000,1,NA,13169,2023-05-30 12:00:00,2023-06-01 12:00:00,77.60000000000001,15.92,83.2,189866666.6666664,14246,27.44,NA,2129.92,8.16,0.23911837839945993,29.458930640814806,5.949850743879225,22.805650567665474
23041,2023-05-28 05:00:00,2023-05-29 07:30:00,5.5120000000000005,5.432,5.48,31.680000000000003,33.68,25.040000000000003,0,1,1,14618,2023-05-29 07:30:00,2023-05-30 07:20:00,165.60000000000002,13.92,24.480000000000004,107200000,1,NA,14616,2023-05-30 07:20:00,2023-06-01 07:20:00,82.80000000000001,15.6,76.80000000000001,260000000,17825,23.28,21.36,1873.68,7.28,0.4091333775909481,29.46551777250572,5.960840260249285,24.2484350058801
23042,2023-05-29 05:00:00,2023-05-30 07:30:00,5.5120000000000005,5.472,NA,24.8,27.12,NA,0,1,0,13172,2023-05-30 07:30:00,2023-05-31 06:40:00,79.2,14.32,24.64,108800000,1,NA,14614,2023-05-31 06:55:00,2023-06-02 09:20:00,79.2,15.28,68.96000000000001,209600000,17825,24.4,18.32,1609.7600000000002,6.4,0.6561500613565292,29.398865426792458,6.054716097155422,36.37047119647201
23044,2023-06-04 05:00:00,2023-06-05 08:00:00,5.488,5.5520000000000005,NA,30.480000000000004,26.8,NA,1,1,0,14618,2023-06-05 08:00:00,2023-06-06 09:20:00,84.0,14.480000000000002,19.680000000000003,75767200,1,NA,14616,2023-06-06 09:20:00,2023-06-08 13:50:00,81.2,14.880000000000004,56.48,369600000,17825,23.200000000000003,11.6,1240.7040000000002,4.960000000000001,0.4125181173121858,29.40892385725984,6.232018554554988,39.44961738612714
23043,2023-06-10 05:00:00,2023-06-11 07:35:00,5.5120000000000005,5.44,6.112,31.44,31.6,19.6,1,1,0,14618,2023-06-11 07:35:00,2023-06-12 07:35:00,84.0,13.2,24.24,87200000,1,NA,14615,2023-06-12 08:00:00,2023-06-14 10:30:00,84.0,16.240000000000002,64.96000000000001,188000000,14246,24.64,18.56,1427.9120000000005,4.4799999999999995,0.43427403321823943,29.465889691338273,6.012795859045519,24.521279609245443
23045,2023-06-10 05:00:00,2023-06-11 07:35:00,5.5120000000000005,5.44,6.112,31.44,31.6,19.6,1,1,0,14618,2023-06-11 07:35:00,2023-06-12 07:35:00,81.60000000000001,13.2,24.24,87200000,1,NA,13170,2023-06-12 08:00:00,2023-06-14 08:30:00,81.60000000000001,16.72,72.8,174400000,17825,27.84,15.68,1613.808,6.0,0.405700979373961,29.465889691338273,6.012795859045519,24.521279609245443
23046,2023-06-11 05:00:00,2023-06-12 09:00:00,5.5840000000000005,5.5680000000000005,6.048,28.64,26.4,17.36,1,1,0,13172,2023-06-12 09:00:00,2023-06-13 07:15:00,82.80000000000001,13.2,23.36,86400000,1,NA,14614,2023-06-13 08:00:00,2023-06-15 09:15:00,82.80000000000001,14.080000000000002,69.67999999999999,178400000,14246,21.76,14.64,2060.9919999999997,8.72,0.7452562782016603,29.436133893648154,6.044000222947862,26.17388787219445
23047,2023-06-11 05:00:00,2023-06-12 09:00:00,5.5840000000000005,5.5680000000000005,6.048,28.64,26.4,17.36,1,1,0,13172,2023-06-12 09:00:00,2023-06-13 07:15:00,83.2,13.2,23.36,86400000,1,NA,14616,2023-06-13 08:00:00,2023-06-15 08:15:00,83.2,18.72,72.08,162133333.3333336,17825,26.64,19.28,1697.6008000000002,6.88,0.7191064372496824,29.436133893648154,6.044000222947862,26.17388787219445
23048,2023-06-18 05:00:00,2023-06-19 07:15:00,5.6240000000000006,5.5120000000000005,5.5200000000000005,29.52,29.200000000000003,28.72,0,1,1,13171,2023-06-19 07:20:00,2023-06-20 07:15:00,165.60000000000002,14.16,27.04,86400000,1,NA,14615,2023-06-20 07:15:00,2023-06-22 08:45:00,81.60000000000001,16.0,67.04,165600000,14246,21.840000000000003,20.0,1393.072,5.6000000000000005,0.3992504839192999,29.448862223648362,6.127978515625002,22.74086951190443
23049,2023-06-18 05:00:00,2023-06-19 07:15:00,5.6240000000000006,5.5120000000000005,5.5200000000000005,29.52,29.200000000000003,28.72,0,1,1,13171,2023-06-19 07:20:00,2023-06-20 07:15:00,165.60000000000002,14.16,27.04,86400000,1,NA,14616,2023-06-20 07:15:00,2023-06-22 08:45:00,82.4,14.96,68.8,163200000,17825,21.28,24.880000000000003,1766.4688,7.52,0.2546500973768693,29.448862223648362,6.127978515625002,22.74086951190443
23050,2023-06-19 05:00:00,2023-06-20 07:30:00,5.5280000000000005,5.488,5.408,25.92,25.760000000000005,26.960000000000004,1,0,1,14618,2023-06-20 07:40:00,2023-06-21 08:00:00,167.20000000000002,14.240000000000002,25.200000000000003,82400000,1,NA,14614,2023-06-21 08:00:00,2023-06-23 08:00:00,83.2,16.16,75.28,129600000,17825,24.32,21.36,1755.072,6.800000000000001,0.5950126662775035,29.459828245486168,775.9694580194883,25.817549373540718
23051,2023-06-19 05:00:00,2023-06-20 07:30:00,5.5280000000000005,5.488,5.408,25.92,25.760000000000005,26.960000000000004,1,0,1,14618,2023-06-20 07:40:00,2023-06-21 08:00:00,167.20000000000002,14.240000000000002,25.200000000000003,82400000,1,NA,13170,2023-06-21 08:00:00,2023-06-23 10:30:00,80.0,14.8,49.760000000000005,211200000,14246,22.08,13.76,1225.824,5.68,0.6976023460998636,29.459828245486168,775.9694580194883,25.817549373540718
23052,2023-06-24 05:00:00,2023-06-25 07:30:00,5.464,5.5760000000000005,5.456,49.2,26.880000000000003,26.960000000000004,1,0,1,13172,2023-06-25 07:30:00,2023-06-26 07:45:00,165.60000000000002,15.2,28.880000000000003,88000000,1,NA,13169,2023-06-26 08:00:00,2023-06-28 07:30:00,80.80000000000001,16.48,72.88,188533333.3333336,14246,26.08,22.880000000000003,1621.256,7.28,0.4124732125593671,29.4593617574147,14.127101715243613,30.607195260989194
23053,2023-06-24 05:00:00,2023-06-25 07:30:00,5.464,5.5760000000000005,5.456,49.2,26.880000000000003,26.960000000000004,1,0,1,13172,2023-06-25 07:30:00,2023-06-26 07:45:00,165.60000000000002,15.2,28.880000000000003,88000000,1,NA,14616,2023-06-26 08:00:00,2023-06-28 07:30:00,NA,16.64,72.64,167733333.3333336,17825,24.480000000000004,14.56,1681.4240000000002,6.48,0.43440643584360894,29.4593617574147,14.127101715243613,30.607195260989194
23054,2023-06-25 05:00:00,2023-06-26 07:45:00,5.5200000000000005,5.496,5.5120000000000005,27.28,28.960000000000004,28.72,1,1,0,14618,2023-06-26 07:45:00,2023-06-27 07:50:00,163.20000000000002,14.56,26.0,85600000,1,NA,13170,2023-06-27 08:15:00,2023-06-29 08:15:00,NA,17.040000000000003,65.28,192800000,14246,24.16,28.880000000000003,1683.0560000000005,7.76,0.6932462001498992,29.4655460168064,6.056695644379881,24.696855165487573
23055,2023-06-25 05:00:00,2023-06-26 07:45:00,5.5200000000000005,5.496,5.5120000000000005,27.28,28.960000000000004,28.72,1,1,0,14618,2023-06-26 07:45:00,2023-06-27 07:50:00,163.20000000000002,14.56,26.0,85600000,1,NA,14615,2023-06-27 08:15:00,2023-06-29 08:15:00,NA,17.12,81.60000000000001,169066666.6666664,17825,26.64,23.840000000000003,1563.008,8.08,0.8079155386308053,29.4655460168064,6.056695644379881,24.696855165487573
23056,2023-07-01 05:00:00,2023-07-02 08:35:00,5.5680000000000005,5.48,5.5440000000000005,40.64,30.32,31.760000000000005,0,1,1,13171,2023-07-02 08:35:00,2023-07-03 08:35:00,168.8,NA,27.04,112000000,1,NA,13170,2023-07-03 08:35:00,2023-07-05 08:30:00,84.0,18.72,81.60000000000001,205600000,14246,29.360000000000003,23.44,1699.68,6.88,0.4303127816660351,29.465339495475245,6.095999908447266,21.86709048122519
23057,2023-07-01 05:00:00,2023-07-02 08:35:00,5.5680000000000005,5.48,5.5440000000000005,40.64,30.32,31.760000000000005,0,1,1,13171,2023-07-02 08:35:00,2023-07-03 08:35:00,168.8,NA,27.04,112000000,1,NA,14614,2023-07-03 08:35:00,2023-07-05 09:15:00,84.0,27.04,73.2,173600000,17825,27.12,21.200000000000003,1786.2400000000002,5.920000000000001,0.411245623281657,29.465339495475245,6.095999908447266,21.86709048122519
23060,2023-07-02 05:00:00,2023-07-03 07:30:00,5.5360000000000005,5.5120000000000005,5.5280000000000005,29.680000000000003,30.8,31.52,1,1,0,14618,2023-07-03 07:30:00,2023-07-04 07:30:00,166.4,16.080000000000002,27.6,103200000,1,NA,14615,2023-07-04 07:30:00,2023-07-06 08:30:00,82.4,15.04,71.76,140800000,14246,23.840000000000003,20.24,1688.2400000000002,7.120000000000001,0.728727664782165,29.476147474409174,6.024530563636992,26.945445125319466
23061,2023-07-02 05:00:00,2023-07-03 07:30:00,5.5360000000000005,5.5120000000000005,5.5280000000000005,29.680000000000003,30.8,31.52,1,1,0,14618,2023-07-03 07:30:00,2023-07-04 07:30:00,166.4,16.080000000000002,27.6,103200000,1,NA,14616,2023-07-04 07:30:00,2023-07-06 08:30:00,82.0,17.84,73.36,145600000,17825,25.760000000000005,20.96,1967.84,7.28,0.7214064848964713,29.476147474409174,6.024530563636992,26.945445125319466
23063,2023-07-08 05:00:00,2023-07-09 07:45:00,5.504,5.496,5.456,30.56,30.24,41.28,1,1,0,14618,2023-07-09 07:45:00,2023-07-10 07:45:00,166.4,16.16,22.8,101600000,1,NA,14615,2023-07-10 07:35:00,2023-07-12 11:35:00,83.2,17.6,68.32000000000001,113600000,14246,25.52,15.76,1790.16,5.920000000000001,0.4577885171209083,29.47206863700829,6.085974317807437,26.380484380040993
23064,2023-07-09 05:00:00,2023-07-10 07:20:00,5.408,5.464,5.464,29.28,31.200000000000003,28.4,1,1,0,13171,2023-07-10 07:20:00,2023-07-11 07:20:00,165.12,15.92,24.880000000000003,112000000,1,NA,13170,2023-07-11 07:50:00,2023-07-13 07:55:00,80.80000000000001,16.48,81.60000000000001,118400000,14246,27.12,26.56,1821.76,7.440000000000001,0.823847436044367,29.456691815460132,5.883813985188802,26.16459736571964
