LOTE,Fecha/hora inicio_preinoculo,Fecha/hora fin_preinoculo,línea 1,línea 2,línea 3,línea 1,línea 2,línea 3,línea 1,línea 2,línea 3,ID bioreactor,Fecha/hora inicio_inoculo,Fecha/hora fin_inoculo,Volumen de cultivo,Turbidez inicio cultivo,Turbidez final culttivo,Viabilidad final cultivo,Orden en el encadenado,LOTE parental,ID Bioreactor,Fecha/hora inicio,Fecha/hora fin,Volumen de inóculo utilizado,Turbidez inicio cultivo_cultivo_final,Turbidez fin cultivo,Viabilidad final cultivo_cultivo_final,ID Centrífuga,Centrifugación 1 turbidez,Centrifugación 2 turbidez,Producto 1,Producto 2,media_PV,media_temp_bioreactor,media_ph_biorreactor,media_PO_biorreactor
23065,2023-07-09 05:00:00,2023-07-10 07:20:00,5.408,5.464,5.464,29.28,31.200000000000003,28.4,1,1,0,13171,2023-07-10 07:20:00,2023-07-11 07:20:00,165.12,15.92,24.880000000000003,112000000,1,NA,14616,2023-07-11 07:50:00,2023-07-13 09:25:00,81.2,18.880000000000003,74.88,150400000,17825,27.680000000000003,20.24,1977.52,6.640000000000001,0.7500727142251767,29.456691815460132,5.883813985188802,26.16459736571964
23067,2023-07-15 05:00:00,2023-07-16 07:30:00,5.656000000000001,5.5440000000000005,5.5200000000000005,24.72,27.760000000000005,25.36,0,1,1,13171,2023-07-16 07:30:00,2023-07-17 07:35:00,168.0,16.080000000000002,25.52,130400000,1,NA,14615,2023-07-17 07:30:00,2023-07-19 09:45:00,84.0,18.08,60.720000000000006,153600000,14246,23.6,16.880000000000003,1793.12,5.84,0.41939642156664475,29.454852796020955,6.347942267702824,23.589322579730275
23068,2023-07-16 05:00:00,2023-07-17 07:35:00,5.640000000000001,5.6240000000000006,5.5840000000000005,26.24,35.28,26.480000000000004,0,1,1,13172,2023-07-17 07:35:00,2023-07-18 07:35:00,165.60000000000002,14.16,21.92,131200000,1,NA,13170,2023-07-18 08:05:00,2023-07-20 07:55:00,82.0,16.400000000000002,72.96000000000001,158400000,14246,24.16,22.56,1743.28,6.96,0.7087829163997071,29.492106929975538,14.327034817310144,35.56596625578874
23069,2023-07-16 05:00:00,2023-07-17 07:35:00,5.640000000000001,5.6240000000000006,5.5840000000000005,26.24,35.28,26.480000000000004,0,1,1,13172,2023-07-17 07:35:00,2023-07-18 07:35:00,165.60000000000002,14.16,21.92,131200000,1,NA,14616,2023-07-18 07:30:00,2023-07-20 08:00:00,82.0,17.040000000000003,63.6,153600000,17825,23.680000000000003,18.4,1548.88,5.6000000000000005,0.4113078499644109,29.492106929975538,14.327034817310144,35.56596625578874
23066,2023-07-22 05:00:00,2023-07-23 08:30:00,5.44,5.5200000000000005,5.464,30.960000000000004,33.68,29.52,1,1,0,13171,2023-07-23 08:30:00,2023-07-24 08:40:00,164.0,14.240000000000002,26.32,86400000,1,NA,13169,2023-07-24 08:40:00,2023-07-26 08:40:00,80.80000000000001,14.64,68.88,172000000,17825,25.040000000000003,16.0,2072.0,6.24,0.5695783318159314,29.454604100332066,5.913402061855671,24.403834857440998
23070,2023-07-22 05:00:00,2023-07-23 08:30:00,5.44,5.5200000000000005,5.464,30.960000000000004,33.68,29.52,1,1,0,13171,2023-07-23 08:30:00,2023-07-24 08:40:00,164.0,14.240000000000002,26.32,86400000,1,NA,14615,2023-07-24 08:40:00,2023-07-26 08:40:00,80.0,17.52,62.720000000000006,91200000,14246,25.680000000000003,15.44,1853.28,5.44,0.43224196475507615,29.454604100332066,5.913402061855671,24.403834857440998
23071,2023-07-23 05:00:00,2023-07-24 07:00:00,5.472,5.48,5.496,27.52,26.56,30.480000000000004,1,1,0,14618,2023-07-24 07:00:00,2023-07-25 07:00:00,167.76,12.72,25.52,76800000,1,NA,13170,2023-07-25 07:00:00,2023-07-27 07:50:00,82.0,18.0,77.2,173600000,14246,28.160000000000004,26.8,2162.48,7.6,0.728674968362673,29.472385821787892,5.970030681168758,25.9703842145932
23072,2023-07-23 05:00:00,2023-07-24 07:00:00,5.472,5.48,5.496,27.52,26.56,30.480000000000004,1,1,0,14618,2023-07-24 07:00:00,2023-07-25 07:00:00,167.76,12.72,25.52,76800000,1,NA,14616,2023-07-25 07:00:00,2023-07-27 08:00:00,80.80000000000001,16.64,69.04,138400000,17825,24.4,22.72,1832.96,6.08,0.885509221263319,29.472385821787892,5.970030681168758,25.9703842145932
23073,2023-07-29 05:00:00,2023-07-30 07:10:00,5.5200000000000005,5.5200000000000005,5.504,31.52,30.56,34.24,1,0,1,13171,2023-07-30 07:10:00,2023-07-31 09:15:00,168.0,15.36,29.84,111200000,1,NA,13169,2023-07-31 09:15:00,2023-08-02 10:00:00,82.4,17.76,71.52000000000001,160000000,14246,30.160000000000004,26.4,1756.56,6.56,0.4561272598367432,29.450682310745513,6.007847504388718,24.171030712277158
23075,2023-07-29 05:00:00,2023-07-30 07:15:00,5.464,NA,NA,42.56,NA,NA,1,0,0,13171,2023-07-30 07:10:00,2023-07-31 09:15:00,168.0,15.36,29.84,111200000,1,NA,14616,2023-07-31 09:15:00,2023-08-02 10:15:00,82.80000000000001,17.84,70.64,148800000,17825,30.8,20.56,1985.4400000000005,6.48,0.41018733327701246,29.450682310745513,6.007847504388718,24.171030712277158
23074,2023-07-30 05:00:00,2023-07-30 07:10:00,5.5200000000000005,5.5200000000000005,5.504,31.52,30.56,34.24,1,0,1,13172,2023-07-31 07:15:00,2023-08-01 07:30:00,84.16000000000001,17.84,29.200000000000003,83200000,1,NA,14615,2023-08-01 07:30:00,2023-08-03 09:00:00,84.16000000000001,17.28,60.08,184000000,14246,26.64,22.480000000000004,1993.4400000000005,6.48,0.7408318804851456,29.42487378811841,6.296326329756756,33.31768359880779
23076,2023-07-30 05:00:00,2023-07-31 07:00:00,5.376,NA,NA,34.88,NA,NA,1,0,0,14618,2023-07-31 07:00:00,2023-08-01 07:00:00,84.16000000000001,14.16,25.36,92000000,1,NA,13170,2023-08-01 07:00:00,2023-08-03 07:25:00,84.16000000000001,17.919999999999998,77.2,176000000,17825,30.880000000000003,26.4,1670.464,8.08,0.7071977434304245,29.40996582529534,6.141187565447165,33.328140784564795
23077,2023-09-02 05:00:00,2023-09-03 07:45:00,5.424,5.44,NA,30.960000000000004,32.160000000000004,NA,1,1,0,13171,2023-09-03 07:45:00,2023-09-04 12:00:00,160.16,18.24,26.56,83200000,1,NA,13170,2023-09-04 12:00:00,2023-09-06 12:00:00,78.4,26.24,70.96000000000001,157600000,14246,30.0,20.72,2151.536,9.12,0.43904695094516527,29.42197334490921,19.812114467019356,38.0174819208541
23078,2023-09-02 05:00:00,2023-09-03 07:45:00,5.424,5.44,NA,30.960000000000004,32.160000000000004,NA,1,1,0,13171,2023-09-03 07:45:00,2023-09-04 08:00:00,160.16,18.24,26.56,83200000,1,NA,14614,2023-09-04 08:00:00,2023-09-06 09:30:00,80.0,18.0,73.2,147200000,17825,31.760000000000005,20.8,1470.5280000000002,5.2,0.5232068953519247,29.46440907125645,5.884931185492171,25.870262085858208
23079,2023-09-03 05:00:00,2023-09-04 07:45:00,5.312,5.424,5.456,50.64,27.680000000000003,41.04,1,0,1,13172,2023-09-04 07:45:00,2023-09-05 08:00:00,164.0,14.56,28.160000000000004,92800000,1,NA,14615,2023-09-05 08:30:00,2023-09-07 09:00:00,82.0,18.64,84.80000000000001,145600000,14246,31.760000000000005,31.680000000000003,2045.864,7.120000000000001,0.7926353710126469,29.462144170739986,5.967101980715382,24.992720739208064
23080,2023-09-03 05:00:00,2023-09-04 07:45:00,5.312,5.424,5.456,50.64,27.680000000000003,41.04,1,0,1,13172,2023-09-04 07:45:00,2023-09-05 08:00:00,164.0,14.56,28.160000000000004,92800000,1,NA,14616,2023-09-05 08:30:00,2023-09-07 08:30:00,80.80000000000001,18.8,83.2,129600000,17825,22.64,22.8,1758.168,7.840000000000001,0.6927148048098538,29.462144170739986,5.967101980715382,24.992720739208064
23081,2023-09-11 05:00:00,2023-09-12 07:45:00,5.496,NA,5.504,28.4,NA,28,1,0,1,13171,2023-09-12 07:45:00,2023-09-13 07:15:00,166.4,14.64,24.480000000000004,79840000,1,NA,14615,2023-09-13 07:15:00,2023-09-15 10:00:00,82.80000000000001,18.24,49.36000000000001,104000000,17825,28.960000000000004,15.36,1262.928,3.44,0.6877197370303119,29.491522668533687,5.9830869636169,27.237336987303973
23082,2023-09-11 05:00:00,2023-09-12 07:45:00,5.496,NA,5.504,28.4,NA,28,1,0,1,13171,2023-09-12 07:45:00,2023-09-13 07:15:00,166.4,14.64,24.480000000000004,79840000,1,NA,14616,2023-09-13 07:15:00,2023-09-15 13:00:00,82.0,16.32,67.67999999999999,155200000,14246,30.160000000000004,21.12,1821.016,6.16,0.8000142811330827,29.491522668533687,5.9830869636169,27.237336987303973
23083,2023-09-10 05:00:00,2023-09-11 08:00:00,5.424,NA,5.448,29.200000000000003,NA,30.480000000000004,1,0,1,13172,2023-09-11 08:00:00,2023-09-12 08:00:00,167.20000000000002,14.72,28.4,91200000,1,NA,14617,2023-09-12 08:00:00,2023-09-14 08:25:00,82.80000000000001,16.96,54.16,70400000,17825,142.4,156.96,1640.6080000000002,5.5200000000000005,0.21254186407752249,29.481483245176126,5.974395501422706,25.21426079016256
23084,2023-09-10 05:00:00,2023-09-11 08:00:00,5.424,NA,5.448,29.200000000000003,NA,30.480000000000004,1,0,1,13172,2023-09-11 08:00:00,2023-09-12 08:00:00,167.20000000000002,14.72,28.4,91200000,1,NA,13169,2023-09-12 08:00:00,2023-09-14 10:00:00,81.60000000000001,17.44,83.2,140000000,14246,168.8,151.76,2132.976,7.840000000000001,0.31077861239007926,29.481483245176126,5.974395501422706,25.21426079016256
23085,2023-09-23 05:00:00,2023-09-24 08:15:00,5.496,5.464,5.208,30.8,30.32,28.480000000000004,1,1,0,13171,2023-09-24 08:15:00,2023-09-25 08:15:00,160.0,15.44,29.44,100000000,1,NA,13170,2023-09-25 08:15:00,2023-09-27 09:45:00,84.0,16.32,64.8,158400000,14246,28.72,17.680000000000003,1662.92,4.4799999999999995,0.43017049492773546,29.491470834469173,-788.256000895731,21.932183149900585
23086,2023-09-23 05:00:00,2023-09-24 08:15:00,5.496,5.464,5.208,30.8,30.32,28.480000000000004,1,1,0,13171,2023-09-24 08:15:00,2023-09-25 08:15:00,160.0,15.44,29.44,100000000,1,NA,14614,2023-09-25 08:15:00,2023-09-27 10:20:00,83.2,16.16,64.24,124000000,17825,30.4,22.24,1533.04,4.16,0.40542719722215514,29.491470834469173,-788.256000895731,21.932183149900585
23087,2023-09-24 05:00:00,2023-09-25 07:30:00,5.48,5.456,5.496,29.680000000000003,31.84,30.4,1,1,0,14618,2023-09-25 07:30:00,2023-09-26 09:30:00,160.0,15.04,27.44,82480000,1,NA,14617,2023-09-26 09:30:00,2023-09-28 10:30:00,81.2,18.32,70.56,131200000,14246,36.64,44.0,1096.584,4.64,0.7375699846610233,29.484464005647368,13.526287036258855,32.553940839331624
23088,2023-09-24 05:00:00,2023-09-25 07:30:00,5.48,5.456,5.496,29.680000000000003,31.84,30.4,1,1,0,14618,2023-09-25 07:30:00,2023-09-26 09:30:00,160.0,15.04,27.44,82480000,1,NA,14616,2023-09-26 09:30:00,2023-09-28 11:15:00,80.80000000000001,18.96,77.84,158400000,17825,31.680000000000003,21.680000000000003,2150.576,6.08,0.7441232760316615,29.484464005647368,13.526287036258855,32.553940839331624
23089,2023-09-30 00:30:00,2023-10-01 08:30:00,5.36,5.392,5.416,37.12,49.44,32.88,1,1,0,14618,2023-10-01 08:30:00,2023-10-02 08:30:00,160.0,16.8,26.56,86400000,1,NA,13169,2023-10-02 08:30:00,2023-10-04 08:30:00,82.4,18.32,63.04,145600000,17825,30.4,17.84,1710.4080000000004,5.44,0.39840698014577447,29.536118495069314,5.925645642009684,24.548216449553376
23090,2023-09-30 00:30:00,2023-10-01 08:30:00,5.36,5.392,5.416,37.12,49.44,32.88,1,1,0,14618,2023-10-01 08:30:00,2023-10-02 08:30:00,160.0,16.8,26.56,86400000,1,NA,14614,2023-10-02 08:30:00,2023-10-04 10:00:00,81.60000000000001,17.680000000000003,60.08,140800000,12912,26.960000000000004,13.2,1264.96,5.36,0.45136313366457725,29.536118495069314,5.925645642009684,24.548216449553376
23091,2023-10-01 00:30:00,2023-10-02 07:30:00,5.5120000000000005,5.472,5.5200000000000005,37.760000000000005,32.72,34.56,1,1,0,13172,2023-10-02 07:30:00,2023-10-03 08:30:00,160.0,15.44,25.6,96000000,1,NA,14615,2023-10-03 08:30:00,2023-10-05 09:30:00,82.0,14.56,65.12,126400000,14246,24.64,31.92,1491.48,5.5200000000000005,0.4499336315079423,29.5565391912064,5.963357266915597,25.243127077023807
23092,2023-10-01 00:30:00,2023-10-02 07:30:00,5.5120000000000005,5.472,5.5200000000000005,37.760000000000005,32.72,34.56,1,1,0,13172,2023-10-02 07:30:00,2023-10-03 08:30:00,160.0,15.44,25.6,96000000,1,NA,14616,2023-10-03 08:30:00,2023-10-05 10:45:00,82.0,18.56,74.4,161600000,17825,26.32,27.12,1439.848,8.24,0.6951914765354591,29.5565391912064,5.963357266915597,25.243127077023807
23094,2023-10-07 00:30:00,2023-10-08 08:00:00,5.392,5.408,5.408,34.480000000000004,33.760000000000005,38.56,1,1,0,13172,2023-10-08 08:00:00,2023-10-09 13:15:00,160.0,21.52,23.36,94400000,1,NA,14614,2023-10-09 13:15:00,2023-10-11 13:00:00,81.2,18.08,42.8,100000000,17825,22.4,10.08,1373.296,4.800000000000001,0.3985062577238665,29.504298154154654,5.619455136324543,24.2300079463032
23095,2023-10-07 00:30:00,2023-10-08 08:00:00,5.392,5.408,5.408,34.480000000000004,33.760000000000005,38.56,1,1,0,13172,2023-10-08 08:00:00,2023-10-09 13:15:00,160.0,21.52,23.36,94400000,1,NA,13169,2023-10-09 13:15:00,2023-10-11 13:00:00,81.2,13.36,44.32,119200000,12912,21.52,10.4,988.096,5.36,0.40709376115416235,29.504298154154654,5.619455136324543,24.2300079463032
23096,2023-10-15 00:30:00,2023-10-16 07:30:00,5.472,5.44,NA,31.92,32.4,NA,1,1,0,13172,2023-10-16 07:30:00,2023-10-17 09:00:00,160.0,16.64,28.480000000000004,91200000,1,NA,14617,2023-10-17 09:00:00,2023-10-19 11:30:00,80.80000000000001,15.12,64.64,117600000,14246,25.28,18.64,1446.7120000000002,5.84,0.40614711514528967,29.531552758693664,6.019805280440183,24.4947623240787
23097,2023-10-15 00:30:00,2023-10-16 07:30:00,5.352,NA,NA,34.080000000000005,NA,NA,1,0,0,14618,2023-10-16 07:30:00,2023-10-17 09:00:00,80.0,17.28,30.8,89600000,1,NA,14616,2023-10-17 09:00:00,2023-10-19 09:30:00,81.60000000000001,18.72,68.72000000000001,119200000,12912,28.08,20.56,1831.848,5.760000000000001,0.6856437149732137,29.380640099399077,6.408000183105474,33.78628682639298
23098,2023-10-15 00:30:00,2023-10-16 07:30:00,5.472,5.44,NA,31.92,32.4,NA,1,1,0,13172,2023-10-16 07:30:00,2023-10-17 09:00:00,160.0,16.64,28.480000000000004,91200000,1,NA,14615,2023-10-17 09:00:00,2023-10-19 09:30:00,80.80000000000001,16.56,81.04,101600000,17825,30.160000000000004,15.36,1470.24,7.440000000000001,0.3940588840718119,29.531552758693664,6.019805280440183,24.4947623240787
23099,2023-10-21 00:30:00,2023-10-22 09:30:00,5.5120000000000005,5.5200000000000005,5.5760000000000005,31.04,29.200000000000003,26.72,1,1,0,13172,2023-10-22 09:30:00,2023-10-23 10:00:00,160.0,16.8,30.0,81600000,1,NA,13169,2023-10-23 10:00:00,2023-10-25 09:00:00,82.4,21.76,73.36,115200000,12912,33.6,22.24,1310.3360000000002,5.920000000000001,0.7102457639051276,29.504120579981645,6.1581411766283445,22.523029029794483
23100,2023-10-21 00:30:00,2023-10-22 09:30:00,5.5120000000000005,5.5200000000000005,5.5760000000000005,31.04,29.200000000000003,26.72,1,1,0,13172,2023-10-22 09:30:00,2023-10-23 10:00:00,160.0,16.8,30.0,81600000,1,NA,14614,2023-10-23 10:00:00,2023-10-25 10:00:00,82.0,22.0,74.48,144000000,17825,33.44,17.84,1268.1280000000002,4.960000000000001,0.506702257570865,29.504120579981645,6.1581411766283445,22.523029029794483
23101,2023-10-22 00:30:00,2023-10-23 07:20:00,5.384,5.464,5.488,31.84,31.04,32.88,1,1,0,14618,2023-10-23 07:20:00,2023-10-24 07:00:00,160.0,14.96,23.28,82400000,1,NA,14615,2023-10-24 07:00:00,2023-10-26 08:30:00,80.4,17.84,68.88,188000000,14246,27.84,19.840000000000003,1332.296,7.440000000000001,0.4214279606168409,29.446653204672835,5.990175484362228,25.19252896822263
23102,2023-10-22 00:30:00,2023-10-23 07:20:00,5.384,5.464,5.488,31.84,31.04,32.88,1,1,0,14618,2023-10-23 07:20:00,2023-10-24 07:00:00,160.0,14.96,23.28,82400000,1,NA,14616,2023-10-24 07:00:00,2023-10-26 08:00:00,81.2,19.36,79.36000000000001,200000000,17825,30.960000000000004,19.52,1236.7040000000002,6.16,0.5572295008149601,29.446653204672835,5.990175484362228,25.19252896822263
23103,2023-10-29 00:30:00,2023-10-30 09:00:00,5.296,5.36,5.368,33.12,32.080000000000005,34.56,1,1,0,14618,2023-10-30 09:00:00,2023-10-31 10:00:00,160.0,15.12,23.52,83200000,1,NA,14616,2023-10-31 10:00:00,2023-11-02 09:45:00,80.4,17.040000000000003,76.08,180000000,14246,30.4,27.360000000000003,1668.96,6.16,0.4249843139823302,29.442832627180188,6.060022264423669,26.252368474110405
23104,2023-10-29 00:30:00,2023-10-30 09:45:00,5.376,5.336,NA,32.160000000000004,36.080000000000005,NA,0,1,0,13172,2023-10-30 09:45:00,2023-10-31 09:15:00,80.0,16.16,27.760000000000005,90400000,1,NA,14615,2023-10-31 09:15:00,2023-11-02 09:45:00,80.0,16.400000000000002,81.60000000000001,180800000,12912,28.72,23.680000000000003,2112.984,6.96,0.43603939178376894,29.578986112764696,6.144848972966923,31.985113020756543
23105,2023-10-29 00:30:00,2023-10-30 09:00:00,5.296,5.36,5.368,33.12,32.080000000000005,34.56,1,1,0,14618,2023-10-30 09:00:00,2023-10-31 10:00:00,160.0,15.12,23.52,83200000,1,NA,14614,2023-10-31 10:00:00,2023-11-02 10:00:00,82.4,14.880000000000004,84.0,156800000,17825,30.480000000000004,27.84,1855.352,8.64,0.4256484876267241,29.442832627180188,6.060022264423669,26.252368474110405
23108,2023-11-04 00:30:00,2023-11-05 09:45:00,NA,5.416,5.4,NA,35.6,34.4,0,1,1,14618,2023-11-05 09:45:00,2023-11-06 09:00:00,160.0,16.64,28.880000000000003,99200000,1,NA,13170,2023-11-06 09:00:00,2023-11-08 09:20:00,83.2,19.44,75.60000000000001,196000000,12912,32.0,20.8,1784.736,5.28,0.6462178145554561,29.43518265069054,5.8846949049097494,23.137178024488442
23109,2023-11-04 00:30:00,2023-11-05 09:45:00,NA,5.416,5.4,NA,35.6,34.4,0,1,1,14618,2023-11-05 09:45:00,2023-11-06 09:00:00,160.0,16.64,28.880000000000003,99200000,1,NA,14616,2023-11-06 09:00:00,2023-11-08 08:20:00,83.2,18.48,78.48,202400000,14246,34.480000000000004,27.6,969.888,3.76,0.42669652752233495,29.43518265069054,5.8846949049097494,23.137178024488442
23110,2023-11-05 00:30:00,2023-11-06 12:00:00,5.464,5.424,5.352,46.080000000000005,36,32.4,1,1,0,13171,2023-11-06 12:03:00,2023-11-07 11:30:00,160.0,16.16,25.760000000000005,84000000,1,NA,14614,2023-11-07 11:30:00,2023-11-09 10:00:00,81.60000000000001,17.680000000000003,80.08,195200000,17825,31.200000000000003,22.56,1957.144,6.720000000000001,0.5540601138050913,29.46811038076157,6.039779697288516,24.67904034683416
23111,2023-11-05 00:30:00,2023-11-06 12:00:00,5.464,5.424,5.352,46.080000000000005,36,32.4,1,1,0,13171,2023-11-06 12:03:00,2023-11-07 11:30:00,160.0,16.16,25.760000000000005,84000000,1,NA,14615,2023-11-07 11:30:00,2023-11-09 09:30:00,81.60000000000001,17.6,74.24,195200000,12912,28.56,24.480000000000004,1924.0,6.56,0.960707816077564,29.46811038076157,6.039779697288516,24.67904034683416
23112,2023-11-11 00:30:00,2023-11-12 09:10:00,5.696000000000001,5.464,5.464,36.32,32.56,30.880000000000003,0,1,1,14618,2023-11-12 09:10:00,2023-11-13 08:50:00,160.0,16.48,27.6,97600000,1,NA,14615,2023-11-13 08:50:00,2023-11-15 08:25:00,81.60000000000001,18.0,75.76,180000000,17825,28.56,16.400000000000002,1707.616,5.28,0.5078208195700953,29.432683226309166,6.013707573201075,24.1532833182064
