LOTE,Fecha_Hora_Inicio,Fecha_Hora_Fin,ph1,ph2,ph3,turb1,turb2,turb3,linea1,linea2,linea3,ID bioreactor,Fecha/hora inicio,Fecha/hora fin,Volumen de cultivo,Turbidez inicio cultivo,Turbidez final culttivo,Viabilidad final cultivo,Orden en el encadenado,LOTE parental,ID Bioreactor,Fecha/hora inicio_cultivo_final,Fecha/hora fin_cultivo_final,Volumen de inóculo utilizado,Turbidez inicio cultivo_cultivo_final,Turbidez fin cultivo,Viabilidad final cultivo_cultivo_final,ID Centrífuga,Centrifugación 1 turbidez,Centrifugación 2 turbidez,Producto 1,Producto 2,media_PV,media_temp_bioreactor,media_ph_biorreactor,media_PO_biorreactor,Cantidad entregada
23/094,17605800.0,17454960.0,5.392,5.408,5.408,34.480000000000004,33.760000000000005,38.56,1,1,0,13172,17454960.0,17476080.0,160.0,21.52,23.36,94400000.0,1,23702.064516129034,14614,17473500.0,17476200.0,81.2,18.08,42.8,100000000.0,17825,22.4,10.08,1373.296,4.800000000000001,0.1126608966031012,29.504298154154654,5.619455136324543,24.2300079463032,13.7
23/095,17605800.0,17454960.0,5.392,5.408,5.408,34.480000000000004,33.760000000000005,38.56,1,1,0,13172,17454960.0,17476080.0,160.0,21.52,23.36,94400000.0,1,23702.064516129034,13169,17473500.0,17476200.0,81.2,13.36,44.32,119200000.0,12912,21.52,10.4,988.096,5.36,0.4066677447434403,29.504298154154654,5.619455136324543,24.2300079463032,13.7
23/096,18297000.0,18144360.0,5.472,5.44,5.5200000000000005,31.92,32.4,26.960000000000004,1,1,0,13172,18144360.0,18151980.0,160.0,16.64,28.480000000000004,91200000.0,1,23702.064516129034,14617,18149400.0,18162000.0,80.80000000000001,15.12,64.64,117600000.0,14246,25.28,18.64,1446.7120000000002,5.84,1.0133653351117882,29.531552758693664,6.019805280440183,24.4947623240787,13.3
23/097,18297000.0,18144360.0,5.352,5.5200000000000005,5.5200000000000005,34.080000000000005,29.200000000000003,26.960000000000004,1,0,0,14618,18144360.0,18151980.0,80.0,17.28,30.8,89600000.0,1,23702.064516129034,14616,18149400.0,18154800.0,81.60000000000001,18.72,68.72000000000001,119200000.0,12912,28.08,20.56,1831.848,5.760000000000001,0.5998182734234792,29.380640099399077,6.408000183105474,33.78628682639298,13.5
23/098,18297000.0,18144360.0,5.472,5.44,5.5200000000000005,31.92,32.4,26.960000000000004,1,1,0,13172,18144360.0,18151980.0,160.0,16.64,28.480000000000004,91200000.0,1,23702.064516129034,14615,18149400.0,18154800.0,80.80000000000001,16.56,81.04,101600000.0,17825,30.160000000000004,15.36,1470.24,7.440000000000001,0.5359051414281346,29.531552758693664,6.019805280440183,24.4947623240787,13.8
23/099,18815400.0,18669960.0,5.5120000000000005,5.5200000000000005,5.5760000000000005,31.04,29.200000000000003,26.72,1,1,0,13172,18669960.0,18673980.0,160.0,16.8,30.0,81600000.0,1,23702.064516129034,13169,18671400.0,18671400.0,82.4,21.76,73.36,115200000.0,12912,33.6,22.24,1310.3360000000002,5.920000000000001,0.05796813943718612,29.504120579981645,6.1581411766283445,22.523029029794483,13.8
23/100,18815400.0,18669960.0,5.5120000000000005,5.5200000000000005,5.5760000000000005,31.04,29.200000000000003,26.72,1,1,0,13172,18669960.0,18673980.0,160.0,16.8,30.0,81600000.0,1,23702.064516129034,14614,18671400.0,18675000.0,82.0,22.0,74.48,144000000.0,17825,33.44,17.84,1268.1280000000002,4.960000000000001,0.5663722599433455,29.504120579981645,6.1581411766283445,22.523029029794483,13.7
23/101,18901800.0,18748560.0,5.384,5.464,5.488,31.84,31.04,32.88,1,1,0,14618,18748560.0,18749580.0,160.0,14.96,23.28,82400000.0,1,23702.064516129034,14615,18747000.0,18756000.0,80.4,17.84,68.88,188000000.0,14246,27.84,19.840000000000003,1332.296,7.440000000000001,0.4740642870658223,29.446653204672835,5.990175484362228,25.19252896822263,13.6
23/102,18901800.0,18748560.0,5.384,5.464,5.488,31.84,31.04,32.88,1,1,0,14618,18748560.0,18749580.0,160.0,14.96,23.28,82400000.0,1,23702.064516129034,14616,18747000.0,18754200.0,81.2,19.36,79.36000000000001,200000000.0,17825,30.960000000000004,19.52,1236.7040000000002,6.16,0.7353667654804268,29.446653204672835,5.990175484362228,25.19252896822263,13.6
23/103,19506600.0,19359360.0,5.296,5.36,5.368,33.12,32.080000000000005,34.56,1,1,0,14618,19359360.0,19365180.0,160.0,15.12,23.52,83200000.0,1,23702.064516129034,14616,19362600.0,19365300.0,80.4,17.040000000000003,76.08,180000000.0,14246,30.4,27.360000000000003,1668.96,6.16,0.14567416336445582,29.442832627180188,6.060022264423669,26.252368474110405,13.6
23/104,19506600.0,19362060.0,5.376,5.336,5.5200000000000005,32.160000000000004,36.080000000000005,26.960000000000004,0,1,0,13172,19362060.0,19362480.0,80.0,16.16,27.760000000000005,90400000.0,1,23702.064516129034,14615,19359900.0,19365300.0,80.0,16.400000000000002,81.60000000000001,180800000.0,12912,28.72,23.680000000000003,2112.984,6.96,0.8087891160047666,29.578986112764696,6.144848972966923,31.985113020756543,13.5
23/105,19506600.0,19359360.0,5.296,5.36,5.368,33.12,32.080000000000005,34.56,1,1,0,14618,19359360.0,19365180.0,160.0,15.12,23.52,83200000.0,1,23702.064516129034,14614,19362600.0,19366200.0,82.4,14.880000000000004,84.0,156800000.0,17825,30.480000000000004,27.84,1855.352,8.64,0.62583994091381,29.442832627180188,6.060022264423669,26.252368474110405,13.7
23/108,20025000.0,19880460.0,5.5200000000000005,5.416,5.4,35.04,35.6,34.4,0,1,1,14618,19880460.0,19879980.0,160.0,16.64,28.880000000000003,99200000.0,1,23702.064516129034,13170,19877400.0,19882200.0,83.2,19.44,75.60000000000001,196000000.0,12912,32.0,20.8,1784.736,5.28,0.41776822489309456,29.43518265069054,5.8846949049097494,23.137178024488442,13.6
23/109,20025000.0,19880460.0,5.5200000000000005,5.416,5.4,35.04,35.6,34.4,0,1,1,14618,19880460.0,19879980.0,160.0,16.64,28.880000000000003,99200000.0,1,23702.064516129034,14616,19877400.0,19878600.0,83.2,18.48,78.48,202400000.0,14246,34.480000000000004,27.6,969.888,3.76,0.4284089577006949,29.43518265069054,5.8846949049097494,23.137178024488442,13.6
23/110,20111400.0,19974960.0,5.464,5.424,5.352,46.080000000000005,36.0,32.4,1,1,0,13171,19975140.0,19975380.0,160.0,16.16,25.760000000000005,84000000.0,1,23702.064516129034,14614,19972800.0,19971000.0,81.60000000000001,17.680000000000003,80.08,195200000.0,17825,31.200000000000003,22.56,1957.144,6.720000000000001,0.4651885717178517,29.46811038076157,6.039779697288516,24.67904034683416,13.7
23/111,20111400.0,19974960.0,5.464,5.424,5.352,46.080000000000005,36.0,32.4,1,1,0,13171,19975140.0,19975380.0,160.0,16.16,25.760000000000005,84000000.0,1,23702.064516129034,14615,19972800.0,19969200.0,81.60000000000001,17.6,74.24,195200000.0,12912,28.56,24.480000000000004,1924.0,6.56,0.4179994316149158,29.46811038076157,6.039779697288516,24.67904034683416,13.7
23/112,20629800.0,20483160.0,5.696000000000001,5.464,5.464,36.32,32.56,30.880000000000003,0,1,1,14618,20483160.0,20484180.0,160.0,16.48,27.6,97600000.0,1,23702.064516129034,14615,20481600.0,20483700.0,81.60000000000001,18.0,75.76,180000000.0,17825,28.56,16.400000000000002,1707.616,5.28,0.002584186154237162,29.432683226309166,6.013707573201075,24.1532833182064,13.7
23/113,20629800.0,20483160.0,5.696000000000001,5.464,5.464,36.32,32.56,30.880000000000003,0,1,1,14618,20483160.0,20484180.0,160.0,16.48,27.6,97600000.0,1,23702.064516129034,14616,20481600.0,20487000.0,81.60000000000001,17.6,78.4,192000000.0,12912,28.72,19.12,1704.2560000000003,6.4,-0.005243205754670073,29.432683226309166,6.013707573201075,24.1532833182064,13.5
23/114,20716200.0,20563260.0,5.448,5.368,5.5200000000000005,26.64,29.200000000000003,26.960000000000004,1,1,0,13172,20563260.0,20563980.0,160.0,14.880000000000004,26.24,104000000.0,1,23702.064516129034,14614,20561400.0,20568300.0,81.60000000000001,15.28,78.56,127200000.0,12912,32.4,28.64,1325.28,4.88,0.5722539345948838,29.461774967864237,6.168276009266795,25.472062696136305,13.6
23/117,20716200.0,20563260.0,5.448,5.368,5.5200000000000005,26.64,29.200000000000003,26.960000000000004,1,1,0,13172,20563260.0,20563980.0,160.0,14.880000000000004,26.24,104000000.0,1,23702.064516129034,13169,20561400.0,20568000.0,82.0,17.12,90.4,184800000.0,14246,26.0,49.04,1935.336,8.72,0.007988292317044477,29.461774967864237,6.168276009266795,25.472062696136305,13.6
23/118,21234600.0,21081960.0,5.352,5.5200000000000005,5.368,39.92,29.200000000000003,37.68,1,0,1,13171,21081960.0,21087180.0,160.0,16.880000000000003,26.56,104000000.0,1,23702.064516129034,13169,21084600.0,21089400.0,83.2,16.64,75.2,240000000.0,14246,29.84,54.8,1198.16,4.800000000000001,0.42932313759544705,29.45957370008728,5.863679912567135,29.553575838826177,13.7
23/119,21234600.0,21081960.0,5.352,5.5200000000000005,5.368,39.92,29.200000000000003,37.68,1,0,1,13171,21081960.0,21087180.0,160.0,16.880000000000003,26.56,104000000.0,1,23702.064516129034,13170,21084600.0,21087000.0,82.4,19.52,73.52000000000001,184000000.0,12912,31.44,16.880000000000003,2059.84,5.28,-0.004444981447319324,29.45957370008728,5.863679912567135,29.553575838826177,13.6
23/120,21321000.0,21169260.0,5.32,5.384,5.5200000000000005,32.160000000000004,31.44,26.960000000000004,1,0,0,13172,21169260.0,21170580.0,80.0,16.240000000000002,26.8,104800000.0,1,23702.064516129034,14614,21168600.0,21174600.0,80.0,19.36,85.60000000000001,168000000.0,17825,32.080000000000005,21.36,2338.56,5.44,1.1329855687416073,29.44545813885222,6.038648410634295,57.00852936570084,13.7
23/121,21321000.0,21169560.0,5.232,5.408,5.5200000000000005,28.72,25.760000000000005,26.960000000000004,1,0,0,14618,21169560.0,21170580.0,80.0,11.2,24.4,143200000.0,1,23702.064516129034,14615,21168600.0,21174300.0,80.0,12.56,83.2,224000000.0,14246,27.44,44.400000000000006,1672.96,7.52,0.430142137044307,29.380588735920195,6.071566215127854,49.54461685124639,13.6
23/124,21839400.0,21687060.0,5.368,5.384,5.36,30.0,28.08,32.160000000000004,1,0,1,13171,21687060.0,21688980.0,83.2,15.92,25.52,88800000.0,1,23702.064516129034,14615,21686400.0,21694260.0,83.2,17.6,73.28,218400000.0,14246,28.64,29.28,1517.92,4.4799999999999995,0.00826049890017923,29.47468740871206,5.95158345301946,24.102680477714173,13.7
23/125,21839400.0,21687060.0,5.368,5.384,5.36,30.0,28.08,32.160000000000004,1,0,1,13171,21687060.0,21688980.0,84.0,15.92,25.52,88800000.0,1,23702.064516129034,14616,21686400.0,21694500.0,84.0,19.52,73.60000000000001,178400000.0,17825,32.080000000000005,20.32,1688.08,4.800000000000001,0.45514675561185736,29.47468740871206,5.95158345301946,24.102680477714173,13.5
23/126,21925800.0,21772260.0,5.432,5.5200000000000005,5.384,29.200000000000003,29.200000000000003,27.04,1,0,1,14618,21772260.0,21773580.0,80.80000000000001,14.0,28.480000000000004,134400000.0,1,23702.064516129034,13170,21771000.0,21777600.0,80.80000000000001,15.28,79.12,188800000.0,17825,32.4,34.480000000000004,2395.36,7.6,0.4546141734514479,29.43453303904148,6.0149776960968095,22.8893705131921,13.6
23/127,21925800.0,21772260.0,5.432,5.5200000000000005,5.384,29.200000000000003,29.200000000000003,27.04,1,0,1,14618,21772260.0,21773580.0,80.4,14.0,28.480000000000004,134400000.0,1,23702.064516129034,14614,21771000.0,21777900.0,80.4,14.480000000000002,78.0,198400000.0,12912,28.56,29.6,2155.76,7.040000000000001,0.3906760761257879,29.43453303904148,6.0149776960968095,22.8893705131921,13.6
23/131,22444200.0,22289460.0,5.376,5.424,5.5200000000000005,35.12,35.52,26.960000000000004,1,0,0,13171,22289460.0,22291980.0,84.0,15.44,22.32,144800000.0,1,23702.064516129034,13169,22289400.0,22295400.0,83.2,18.16,73.52000000000001,203200000.0,17825,40.9,19.52,1778.2400000000002,6.88,0.0022445107493890733,29.41599166841024,6.210886890372051,33.06443023029204,13.6
23/132,22444200.0,22289760.0,5.44,5.488,5.5200000000000005,34.080000000000005,32.480000000000004,26.960000000000004,1,1,0,14618,22289760.0,22291980.0,176.0,15.6,24.96,101600000.0,1,23702.064516129034,13170,22289400.0,22295400.0,88.0,17.84,82.4,207200000.0,12912,31.6,21.36,2107.68,5.760000000000001,-0.00445845620545232,29.42958984212403,6.069568715949158,24.572945781928503,13.6
23/133,22444200.0,22289760.0,5.44,5.488,5.5200000000000005,34.080000000000005,32.480000000000004,26.960000000000004,1,1,0,14618,22289760.0,22291980.0,176.0,15.6,24.96,101600000.0,1,23702.064516129034,14614,22289400.0,22295700.0,85.2,15.76,79.84,209600000.0,14246,27.44,36.48,1899.6,6.96,0.008422453878680552,29.42958984212403,6.069568715949158,24.572945781928503,13.7
23/136,23653800.0,23502060.0,5.5200000000000005,5.5200000000000005,5.5200000000000005,40.8,29.200000000000003,35.68,1,0,1,13171,23502060.0,23507580.0,166.4,15.68,32.64,122400000.0,1,23702.064516129034,13170,23505000.0,23508000.0,83.2,16.48,71.2,172800000.0,12912,27.360000000000003,17.76,1460.4,4.960000000000001,0.4265995616029899,29.465961442611295,5.997893456598599,24.636802988053628,13.76
23/137,23653800.0,23502060.0,5.5200000000000005,5.5200000000000005,5.5200000000000005,40.8,29.200000000000003,35.68,1,0,1,13171,23502060.0,23526480.0,166.4,15.68,26.56,167200000.0,1,23702.064516129034,14614,23523900.0,23514300.0,81.60000000000001,16.16,56.96000000000001,280000000.0,14246,26.880000000000003,20.16,526.4,4.24,0.4270284040378097,29.458469018672755,5.983921192099132,23.238878207142626,13.75
23/138,23653800.0,23589060.0,5.416,5.448,5.464,32.24,30.0,38.48,1,0,1,13172,23589060.0,23587380.0,160.0,12.880000000000004,18.08,252000000.0,1,23702.064516129034,14615,23584800.0,23601000.0,80.0,16.16,69.04,185600000.0,12912,26.0,19.200000000000003,1468.88,4.88,0.4269070352477703,29.45069649476154,5.902772629344333,24.284280491952313,13.77
23/139,23653800.0,23589060.0,5.416,5.448,5.464,32.24,30.0,38.48,1,0,1,13172,23589060.0,23610480.0,160.0,12.880000000000004,21.840000000000003,56800000.0,1,23702.064516129034,14616,23607900.0,23598000.0,80.0,15.92,74.08,163200000.0,17825,26.72,20.0,1468.88,6.16,0.4266724921519871,29.444605626163217,5.897483191935603,23.443923431107855,13.72
24/004,26159400.0,26006760.0,5.44,5.5200000000000005,5.5200000000000005,31.200000000000003,28.880000000000003,25.84,1,1,0,13172,26006760.0,26023380.0,168.0,14.480000000000002,24.480000000000004,79120000.0,1,23702.064516129034,14615,26020800.0,26016300.0,84.0,18.32,70.16000000000001,168800000.0,14246,28.72,19.52,1385.6,4.24,0.4477360538718102,29.45029818879977,5.928708418642805,28.201501709160947,13.69
24/003,26245800.0,26098560.0,5.5200000000000005,5.5200000000000005,5.68,25.28,26.0,25.28,1,1,0,14618,26098560.0,26101080.0,168.0,13.68,19.36,88800000.0,1,23702.064516129034,14614,26098500.0,26100600.0,82.4,15.52,74.4,185600000.0,17825,33.2,28.32,1275.84,4.16,0.44436939509872997,29.436169586476094,5.848989452533674,27.806357748766533,12.48
24/005,26505000.0,26351460.0,5.36,5.44,5.5200000000000005,28.960000000000004,26.480000000000004,26.960000000000004,1,0,0,14618,26351460.0,26357280.0,82.64,15.28,30.480000000000004,79760000.0,1,23702.064516129034,14616,26354700.0,26357400.0,82.4,16.64,84.0,200000000.0,17825,29.52,22.880000000000003,1419.68,4.88,1.0290430362678644,29.357143378090687,5.927233811213443,32.493897730845084,13.55
24/007,26505000.0,26352360.0,5.36,5.36,5.36,40.400000000000006,34.4,27.28,1,1,0,13171,26352360.0,26357880.0,167.12,14.4,32.88,79440000.0,1,23702.064516129034,14617,26355300.0,26357400.0,80.0,16.080000000000002,85.60000000000001,164800000.0,12912,28.8,23.36,1640.4,6.16,0.9942425865170164,29.47140960962702,5.829760002136229,22.79011132718103,13.68
24/008,26505000.0,26352360.0,5.36,5.36,5.36,40.400000000000006,34.4,27.28,1,1,0,13171,26352360.0,26357880.0,167.12,14.4,32.88,79440000.0,1,23702.064516129034,14615,26355300.0,26357400.0,82.4,17.12,84.0,172800000.0,14246,29.44,20.8,1575.44,5.44,0.42705680205692864,29.47140960962702,5.829760002136229,22.79011132718103,13.75
24/009,26764200.0,26611560.0,5.48,5.5520000000000005,5.6080000000000005,25.680000000000003,27.04,28.0,1,0,1,13172,26611560.0,26611080.0,160.0,14.4,23.680000000000003,91200000.0,1,23702.064516129034,14614,26608500.0,26618400.0,80.0,15.12,74.16000000000001,170400000.0,14246,26.960000000000004,20.0,1479.5200000000002,7.52,0.653281579003413,29.444493839578243,5.957274668560479,28.195955168084748,13.77
24/010,27109800.0,26955360.0,5.448,5.504,5.5280000000000005,35.04,24.16,25.44,1,0,1,13171,26955360.0,26958180.0,160.0,15.52,30.64,95200000.0,1,23702.064516129034,13169,26955600.0,26964000.0,80.0,19.52,84.0,148800000.0,17825,33.44,27.52,1297.04,8.0,0.45160479225866296,29.47522159317272,5.890985256095904,26.695652900216114,13.66
24/012,26764200.0,26611560.0,5.48,5.5520000000000005,5.6080000000000005,25.680000000000003,27.04,28.0,1,0,1,13172,26611560.0,26611080.0,160.0,14.4,23.680000000000003,91200000.0,1,23702.064516129034,13170,26608500.0,26617500.0,80.0,17.52,87.2,180800000.0,12912,31.760000000000005,25.12,1807.52,7.6,0.5905492184421045,29.444493839578243,5.957274668560479,28.195955168084748,13.69
24/020,27109800.0,26955360.0,5.448,5.504,5.5280000000000005,35.04,24.16,25.44,1,0,1,13171,26955360.0,26958180.0,160.0,15.52,30.64,95200000.0,1,23702.064516129034,13170,26955600.0,26963100.0,80.0,18.0,84.80000000000001,139200000.0,12912,29.52,20.16,2004.0,7.920000000000001,0.3054001481050266,29.47522159317272,5.890985256095904,26.695652900216114,13.63
24/020,27109800.0,26955360.0,5.448,5.504,5.5280000000000005,35.04,24.16,25.44,1,0,1,13171,26955360.0,26958180.0,160.0,15.52,30.64,95200000.0,1,23702.064516129034,13170,26955600.0,26963100.0,80.0,18.0,84.80000000000001,139200000.0,12912,29.52,20.16,2004.0,7.920000000000001,0.3054001481050266,29.47522159317272,5.890985256095904,26.695652900216114,13.63
24/020,27109800.0,26955360.0,5.448,5.504,5.5280000000000005,35.04,24.16,25.44,1,0,1,13171,26955360.0,26958180.0,160.0,15.52,30.64,95200000.0,1,23702.064516129034,13170,26955600.0,26963100.0,80.0,18.0,84.80000000000001,139200000.0,12912,29.52,20.16,2004.0,7.920000000000001,0.3054001481050266,29.47522159317272,5.890985256095904,26.695652900216114,13.63
24/020,27109800.0,26955360.0,5.448,5.504,5.5280000000000005,35.04,24.16,25.44,1,0,1,13171,26955360.0,26958180.0,160.0,15.52,30.64,95200000.0,1,23702.064516129034,13170,26955600.0,26963100.0,80.0,18.0,84.80000000000001,139200000.0,12912,29.52,20.16,2004.0,7.920000000000001,0.3054001481050266,29.47522159317272,5.890985256095904,26.695652900216114,13.63
24/021,27714600.0,27560760.0,5.28,5.44,5.5200000000000005,37.68,26.72,26.960000000000004,1,0,0,14618,27560760.0,27567780.0,80.0,15.52,26.480000000000004,101600000.0,1,23702.064516129034,13169,27559800.0,27571500.0,80.0,15.6,71.60000000000001,164000000.0,12912,27.84,15.92,1493.7600000000002,6.56,1.0340455304574387,28.548724223861374,83.83290537950572,63.45032934649829,13.54
24/014,28319400.0,28167060.0,5.488,5.456,5.5600000000000005,34.88,34.480000000000004,35.04,1,1,0,13171,28167060.0,28168680.0,160.0,12.16,17.680000000000003,37040000.0,1,23702.064516129034,14615,28165800.0,28179900.0,83.60000000000001,14.56,70.0,153600000.0,12912,26.56,17.76,1590.7200000000005,5.04,1.193326878185263,29.47460640269147,5.876294764468543,26.289339550868636,13.55
24/027,28319400.0,28167060.0,5.488,5.456,5.5600000000000005,34.88,34.480000000000004,35.04,1,1,0,13171,28167060.0,28168680.0,160.0,12.16,17.680000000000003,37040000.0,1,23702.064516129034,13170,28165800.0,28182300.0,83.60000000000001,18.72,72.88,156800000.0,14246,31.200000000000003,16.240000000000002,1663.2,5.120000000000001,0.2062107719760378,29.47460640269147,5.876294764468543,26.289339550868636,13.6
24/031,28924200.0,28771560.0,5.768000000000001,5.488,5.5200000000000005,24.480000000000004,32.96,26.960000000000004,0,1,0,13171,28771560.0,28775580.0,82.4,15.04,28.960000000000004,66640000.0,1,23702.064516129034,13169,28773000.0,28775700.0,80.0,14.8,87.2,195200000.0,14246,29.84,26.08,1812.48,6.88,0.40402203808039966,29.42702336124064,5.95822235646874,30.816042799264288,13.7
24/035,30133800.0,29979360.0,5.44,5.448,5.5120000000000005,26.880000000000003,31.12,28.8,0,1,0,13171,29979360.0,29983380.0,168.4,14.080000000000002,20.880000000000003,88000000.0,1,23702.064516129034,14614,29980800.0,29989800.0,80.0,16.72,61.44,146400000.0,12912,28.24,13.68,970.8,3.04,0.4055144575378803,29.484052637088272,5.871234464939934,26.252867751040345,13.7
24/036,30133800.0,29979360.0,5.44,5.448,5.5120000000000005,26.880000000000003,31.12,28.8,0,1,0,13171,29979360.0,29983380.0,168.4,14.080000000000002,20.880000000000003,88000000.0,1,23702.064516129034,14617,29980800.0,29989800.0,80.0,14.4,61.2,148800000.0,14246,24.880000000000003,13.52,1194.48,4.08,0.4493344831733367,29.484052637088272,5.871234464939934,26.252867751040345,13.74
24/041,30738600.0,30585360.0,5.5600000000000005,5.456,5.496,23.200000000000003,27.6,26.960000000000004,0,1,1,13171,30585360.0,30590580.0,163.20000000000002,13.28,24.64,134400000.0,1,23702.064516129034,13169,30588000.0,30595800.0,80.0,18.64,77.60000000000001,144800000.0,12912,30.960000000000004,20.72,1101.04,4.720000000000001,0.4722019185822177,29.480667646715123,5.921201151836235,25.03331355872445,13.81
24/042,30738600.0,30585360.0,5.5600000000000005,5.456,5.496,23.200000000000003,27.6,26.960000000000004,0,1,1,13171,30585360.0,30590580.0,163.20000000000002,13.28,24.64,134400000.0,1,23702.064516129034,14615,30588000.0,30595200.0,80.0,19.040000000000003,68.4,157600000.0,14246,30.08,14.480000000000002,1151.44,4.32,0.39347407410674473,29.480667646715123,5.921201151836235,25.03331355872445,13.78
24/045,30997800.0,30844260.0,5.5120000000000005,5.6240000000000006,5.5520000000000005,26.08,25.200000000000003,28.24,1,1,0,13172,30844260.0,30847080.0,165.60000000000002,13.840000000000002,23.200000000000003,109600000.0,1,23702.064516129034,14616,30844500.0,30854700.0,80.0,17.52,72.48,139200000.0,12912,27.84,17.76,1573.5200000000002,5.760000000000001,0.6675480450099798,29.46231035085906,5.963550872547881,24.427494612296783,13.71
24/044,31343400.0,31189860.0,5.424,5.408,5.48,24.4,27.92,24.480000000000004,1,1,0,13171,31190160.0,31198380.0,167.20000000000002,14.8,25.28,104800000.0,1,23702.064516129034,13170,31197000.0,31195860.0,83.60000000000001,19.28,77.52000000000001,160800000.0,14246,30.72,20.680000000000003,1528.7200000000005,5.44,0.31479157693499143,29.484985774443746,5.923961135716117,24.83675131220613,13.75
24/049,31343400.0,31189860.0,5.424,5.408,5.48,24.4,27.92,24.480000000000004,1,1,0,13171,31190160.0,31198380.0,167.20000000000002,14.8,25.28,104800000.0,1,23702.064516129034,14617,31197120.0,31197180.0,83.60000000000001,18.880000000000003,72.64,164800000.0,12912,30.56,17.0,1342.8000000000002,4.88,0.3462993641907826,29.484985774443746,5.923961135716117,24.83675131220613,13.57
24/050,31948200.0,31793760.0,5.496,5.488,5.376,34.0,27.84,35.12,1,0,1,14618,31795200.0,31801260.0,168.32000000000002,14.72,25.92,102400000.0,1,23702.064516129034,14614,31800420.0,31802280.0,84.16000000000001,17.76,67.60000000000001,152000000.0,6379,29.44,26.64,1422.8000000000002,3.68,0.3674822689330906,29.520042458294935,5.885698726215563,25.18360010306957,13.63
24/051,31948200.0,31793760.0,5.496,5.488,5.376,34.0,27.84,35.12,1,0,1,14618,31795200.0,31801260.0,168.32000000000002,14.72,25.92,102400000.0,1,23702.064516129034,13169,31800420.0,31802580.0,84.16000000000001,17.76,80.80000000000001,160800000.0,12912,33.44,19.32,1486.5600000000002,5.5200000000000005,0.5359627514479169,29.520042458294935,5.885698726215563,25.18360010306957,13.83
